seed,type,N,T,ρ_estimate,ρ_start,ρ_lower,ρ_upper,σₐ²_estimate,σₐ²_start,σₐ²_lower,σₐ²_upper,σᵤ²_estimate,σᵤ²_start,σᵤ²_lower,σᵤ²_upper,iterations,LL,V_norm_finalstep,V_norm_true,V,b₀₁,b₀₂,b₀₃,b₀₄,β₁,β₂,runtime,notes,
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:15:44,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.668,-0.046,0.5,0.505,-0.188,0.004,,2023-02-07 15:15:44,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:15:48,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:15:48,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,4.224,4.367,3.791,3.805,-0.053,0.001,,2023-02-07 15:15:48,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:15:53,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:15:53,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,6.802,6.801,6.801,6.8,-0.627,0.008,,2023-02-07 15:15:53,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:15:57,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:15:57,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,-6.981,-6.981,-6.98,-6.979,0.39,-0.002,,2023-02-07 15:15:57,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:16:01,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:16:01,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,1.427,1.427,1.426,1.426,-0.341,0.005,,2023-02-07 15:16:01,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:16:05,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:16:05,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,-10.224,-10.227,-10.225,-10.225,0.768,-0.012,,2023-02-07 15:16:05,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:16:09,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:16:09,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,7.174,7.174,7.172,7.172,-0.381,0.003,,2023-02-07 15:16:09,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:16:13,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:16:13,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,4.488,4.251,4.167,3.894,-0.597,0.007,,2023-02-07 15:16:13,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:16:17,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:16:17,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,-3.145,-3.173,-2.779,-2.529,0.171,0.001,,2023-02-07 15:16:17,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:16:22,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:16:22,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.549,0.397,0.377,0.269,-0.148,0.001,,2023-02-07 15:16:22,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:16:26,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:16:26,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,-9.521,-10.235,-9.689,-9.684,0.578,-0.008,,2023-02-07 15:16:26,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:16:31,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:16:31,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,11.356,11.499,10.923,10.937,-0.432,0.004,,2023-02-07 15:16:31,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:16:35,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:18:44,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.017,0.016,0.015,0.014,-0.002,0.0,,2023-02-07 15:18:44,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0001005,3.6288,0.0001,Inf,0.0001193,3.6288,0.0001,Inf,5,922.0528,0.0,,,-0.015,-0.016,-0.016,-0.017,-0.0,0.0,,2023-02-07 15:19:23,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:24:38,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.017,0.016,0.015,0.014,-0.002,0.0,,2023-02-07 15:24:39,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0001005,3.6288,0.0001,Inf,0.0001193,3.6288,0.0001,Inf,5,922.0528,0.0,,,-0.015,-0.016,-0.016,-0.017,-0.0,0.0,,2023-02-07 15:25:19,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-08 11:43:47,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.017,0.016,0.015,0.014,-0.002,0.0,,2023-02-08 11:43:47,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0001005,3.6288,0.0001,Inf,0.0001193,3.6288,0.0001,Inf,5,922.0528,0.0,,,-0.015,-0.016,-0.016,-0.017,-0.0,0.0,,2023-02-08 11:44:25,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-09 11:40:05,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.017,0.016,0.015,0.014,-0.002,0.0,,2023-02-09 11:40:06,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0001005,3.6288,0.0001,Inf,0.0001193,3.6288,0.0001,Inf,5,922.0528,0.0,,,-0.015,-0.016,-0.016,-0.017,-0.0,0.0,,2023-02-09 11:40:46,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-09 11:40:46,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.017,0.016,0.015,0.014,-0.002,0.0,,2023-02-09 11:40:46,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0001005,3.6288,0.0001,Inf,0.0001193,3.6288,0.0001,Inf,5,922.0528,0.0,,,-0.015,-0.016,-0.016,-0.017,-0.0,0.0,,2023-02-09 11:41:25,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-09 11:41:25,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.017,0.016,0.015,0.014,-0.002,0.0,,2023-02-09 11:41:25,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0001005,3.6288,0.0001,Inf,0.0001193,3.6288,0.0001,Inf,5,922.0528,0.0,,,-0.015,-0.016,-0.016,-0.017,-0.0,0.0,,2023-02-09 11:42:04,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-09 11:57:31,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.017,0.016,0.015,0.014,-0.002,0.0,,2023-02-09 11:57:31,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0001005,3.6288,0.0001,Inf,0.0001193,3.6288,0.0001,Inf,5,922.0528,0.0,,,-0.015,-0.016,-0.016,-0.017,-0.0,0.0,,2023-02-09 11:58:10,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-09 11:58:43,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.017,0.016,0.015,0.014,-0.002,0.0,,2023-02-09 11:58:43,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0001005,3.6288,0.0001,Inf,0.0001193,3.6288,0.0001,Inf,5,922.0528,0.0,,,-0.015,-0.016,-0.016,-0.017,-0.0,0.0,,2023-02-09 11:59:21,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-09 12:02:19,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.017,0.016,0.015,0.014,-0.002,0.0,,2023-02-09 12:02:19,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0001005,3.6288,0.0001,Inf,0.0001193,3.6288,0.0001,Inf,5,922.0528,0.0,,,-0.015,-0.016,-0.016,-0.017,-0.0,0.0,,2023-02-09 12:02:58,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-09 12:02:58,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,-0.012,-0.012,-0.01,-0.009,0.001,0.0,,2023-02-09 12:02:58,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.000101,3.6288,0.0001,Inf,0.0001147,3.6288,0.0001,Inf,3,925.0534,0.0,,,0.002,0.002,0.004,0.005,-0.0,0.0,,2023-02-09 12:04:22,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-09 12:29:15,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.017,0.016,0.015,0.014,-0.002,0.0,,2023-02-09 12:29:15,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0001005,3.6288,0.0001,Inf,0.0001193,3.6288,0.0001,Inf,5,922.0528,0.0,,,-0.015,-0.016,-0.016,-0.017,-0.0,0.0,,2023-02-09 12:29:54,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
